0,1,2,3,4
0.0,0.563281,0.397685,0.343229,0.599074
0.0,0.547135,0.403704,0.348437,0.594444
0.0,0.404948,0.441204,0.350521,0.60463
0.0,0.403125,0.440278,0.348958,0.60463
0.0,0.400521,0.440278,0.352083,0.60463
0.0,0.398958,0.439352,0.353125,0.606481
0.0,0.398698,0.439352,0.350521,0.608333
0.0,0.395833,0.439815,0.352083,0.609259
0.0,0.394531,0.440741,0.354688,0.607407
0.0,0.392448,0.440741,0.352604,0.609259
0.0,0.392448,0.44213,0.352604,0.606481
0.0,0.389323,0.44213,0.353646,0.610185
0.0,0.544792,0.403704,0.347917,0.594444
0.0,0.389323,0.440741,0.348437,0.611111
0.0,0.388281,0.441204,0.347396,0.612037
0.0,0.38776,0.440741,0.344271,0.611111
0.0,0.38776,0.441204,0.342187,0.612037
0.0,0.389844,0.441667,0.334896,0.611111
0.0,0.389062,0.442593,0.335417,0.609259
0.0,0.389062,0.442593,0.333333,0.609259
0.0,0.388281,0.443519,0.332812,0.607407
0.0,0.386198,0.444444,0.333854,0.609259
0.0,0.384635,0.443981,0.332812,0.608333
0.0,0.54349,0.405556,0.348437,0.592593
0.0,0.384375,0.444444,0.330208,0.609259
0.0,0.383333,0.444907,0.332292,0.610185
0.0,0.38151,0.445833,0.334896,0.610185
0.0,0.380469,0.445833,0.334896,0.610185
0.0,0.379687,0.446759,0.335417,0.612037
0.0,0.379427,0.447222,0.334896,0.612963
0.0,0.379427,0.448148,0.333854,0.612963
0.0,0.378906,0.448611,0.333854,0.610185
0.0,0.378646,0.449074,0.333333,0.609259
0.0,0.378125,0.449537,0.333333,0.610185
0.0,0.540365,0.405556,0.346354,0.590741
0.0,0.377604,0.449537,0.333333,0.610185
0.0,0.377344,0.450926,0.333854,0.609259
0.0,0.377865,0.451389,0.333854,0.608333
0.0,0.377604,0.450926,0.333333,0.609259
0.0,0.377604,0.451389,0.333333,0.608333
0.0,0.377344,0.451852,0.333854,0.609259
0.0,0.377083,0.452315,0.334375,0.610185
0.0,0.377083,0.452778,0.334375,0.609259
0.0,0.377083,0.452778,0.334375,0.609259
0.0,0.377083,0.451852,0.334375,0.611111
0.0,0.539583,0.407407,0.346875,0.590741
0.0,0.376563,0.451852,0.334375,0.611111
0.0,0.376563,0.452315,0.335417,0.610185
0.0,0.376302,0.452778,0.335938,0.609259
0.0,0.376563,0.453241,0.336458,0.608333
0.0,0.376302,0.453704,0.338021,0.609259
0.0,0.377344,0.454167,0.338021,0.610185
0.0,0.377604,0.45463,0.3375,0.609259
0.0,0.377604,0.45463,0.338542,0.609259
0.0,0.378906,0.455093,0.338021,0.610185
0.0,0.378646,0.455093,0.339583,0.610185
0.0,0.53776,0.406944,0.346354,0.591667
0.0,0.378646,0.455093,0.340625,0.612037
0.0,0.379948,0.45463,0.340104,0.612963
0.0,0.38099,0.455556,0.341146,0.611111
0.0,0.38125,0.455556,0.342708,0.611111
0.0,0.382552,0.455556,0.343229,0.611111
0.0,0.384635,0.455556,0.339063,0.611111
0.0,0.385417,0.455093,0.339583,0.612037
0.0,0.384115,0.455093,0.344271,0.612037
0.0,0.383333,0.455556,0.345833,0.612963
0.0,0.384375,0.455556,0.346875,0.612963
0.0,0.536719,0.407407,0.347396,0.592593
0.0,0.384375,0.455556,0.348958,0.612963
0.0,0.385677,0.455556,0.348437,0.614815
0.0,0.386198,0.455093,0.349479,0.615741
0.0,0.38776,0.455093,0.350521,0.615741
0.0,0.3875,0.455556,0.353125,0.616667
0.0,0.388542,0.456481,0.354167,0.616667
0.0,0.391927,0.456944,0.353646,0.613889
0.0,0.393229,0.458333,0.353125,0.612963
0.0,0.392969,0.460185,0.354688,0.612963
0.0,0.39401,0.459722,0.355729,0.612037
0.0,0.535156,0.406481,0.346354,0.598148
0.0,0.394531,0.460185,0.356771,0.612963
0.0,0.398698,0.461111,0.353646,0.609259
0.0,0.401563,0.460648,0.35,0.608333
0.0,0.402604,0.461111,0.348958,0.607407
0.0,0.403646,0.461574,0.348958,0.606481
0.0,0.404167,0.462963,0.352083,0.605556
0.0,0.404687,0.463889,0.353125,0.605556
0.0,0.40599,0.464352,0.352604,0.60463
0.0,0.405469,0.463426,0.353646,0.606481
0.0,0.406771,0.464352,0.353125,0.606481
0.0,0.533594,0.406481,0.345313,0.598148
0.0,0.40651,0.463426,0.356771,0.608333
0.0,0.410417,0.462963,0.351042,0.607407
0.0,0.411979,0.463889,0.351042,0.605556
0.0,0.413021,0.462963,0.348958,0.607407
0.0,0.414844,0.463426,0.348437,0.606481
0.0,0.417188,0.463426,0.345833,0.606481
0.0,0.41875,0.463426,0.344792,0.60463
0.0,0.420312,0.462963,0.34375,0.605556
0.0,0.420573,0.463889,0.345313,0.605556
0.0,0.421875,0.464352,0.344792,0.60463
0.0,0.53151,0.406481,0.343229,0.598148
0.0,0.422656,0.465741,0.343229,0.603704
0.0,0.42526,0.46713,0.342187,0.600926
0.0,0.426823,0.46713,0.339063,0.599074
0.0,0.427344,0.468519,0.339063,0.596296
0.0,0.428646,0.468056,0.338542,0.59537
0.0,0.430469,0.468519,0.339063,0.596296
0.0,0.43125,0.468981,0.339583,0.597222
0.0,0.432813,0.469444,0.340625,0.598148
0.0,0.433854,0.468981,0.340625,0.599074
0.0,0.434635,0.47037,0.342187,0.6
0.0,0.561458,0.397222,0.344792,0.6
0.0,0.529948,0.406019,0.341146,0.597222
0.0,0.436198,0.471759,0.342187,0.599074
0.0,0.436979,0.472222,0.341667,0.598148
0.0,0.438021,0.473148,0.34375,0.6
0.0,0.440365,0.472685,0.343229,0.600926
0.0,0.441927,0.472685,0.341146,0.599074
0.0,0.444531,0.473611,0.343229,0.599074
0.0,0.446354,0.474537,0.34375,0.599074
0.0,0.446615,0.474537,0.344271,0.599074
0.0,0.448177,0.474074,0.343229,0.598148
0.0,0.448958,0.475463,0.342708,0.59537
0.0,0.527604,0.407407,0.339583,0.598148
0.0,0.449219,0.475926,0.343229,0.596296
0.0,0.450521,0.476389,0.341667,0.59537
0.0,0.451562,0.476852,0.342708,0.594444
0.0,0.452865,0.476389,0.341146,0.597222
0.0,0.454688,0.477778,0.341667,0.596296
0.0,0.45599,0.475463,0.342187,0.600926
0.0,0.457812,0.476389,0.342708,0.600926
0.0,0.458333,0.476389,0.344792,0.602778
0.0,0.459635,0.476852,0.344271,0.601852
0.0,0.460156,0.477315,0.345313,0.602778
0.0,0.527344,0.406944,0.340104,0.599074
0.0,0.461198,0.477778,0.345313,0.603704
0.0,0.461719,0.478704,0.343229,0.601852
0.0,0.463281,0.480556,0.347396,0.601852
0.0,0.464323,0.481944,0.347396,0.600926
0.0,0.465365,0.481019,0.345313,0.600926
0.0,0.467708,0.481944,0.339583,0.591667
0.0,0.46875,0.48287,0.338542,0.591667
0.0,0.469792,0.483796,0.338542,0.591667
0.0,0.470573,0.484722,0.339063,0.589815
0.0,0.471094,0.485648,0.338021,0.587963
0.0,0.526563,0.408796,0.340625,0.599074
0.0,0.472396,0.485648,0.338542,0.587963
0.0,0.474479,0.486574,0.338542,0.586111
0.0,0.475781,0.485648,0.339063,0.587963
0.0,0.476302,0.485648,0.339063,0.589815
0.0,0.477604,0.486111,0.339583,0.590741
0.0,0.480208,0.486574,0.340625,0.591667
0.0,0.48099,0.487037,0.340104,0.590741
0.0,0.481771,0.4875,0.341667,0.591667
0.0,0.482292,0.488889,0.341667,0.588889
0.0,0.483333,0.4875,0.344792,0.597222
0.0,0.525781,0.409722,0.340104,0.599074
0.0,0.484115,0.4875,0.344271,0.597222
0.0,0.485417,0.488889,0.344792,0.598148
0.0,0.485938,0.488889,0.344792,0.596296
0.0,0.486458,0.489352,0.34375,0.59537
0.0,0.488281,0.488889,0.343229,0.594444
0.0,0.490885,0.489815,0.342187,0.594444
0.0,0.492188,0.490278,0.340625,0.593518
0.0,0.492448,0.490278,0.340104,0.593518
0.0,0.494271,0.491204,0.34375,0.59537
0.0,0.495052,0.491667,0.343229,0.596296
0.0,0.525521,0.412037,0.338542,0.598148
0.0,0.497135,0.491667,0.343229,0.598148
0.0,0.498698,0.491204,0.342187,0.597222
0.0,0.502083,0.491204,0.344792,0.602778
0.0,0.502865,0.491204,0.344271,0.602778
0.0,0.503906,0.492593,0.345313,0.603704
0.0,0.50599,0.49213,0.346354,0.60463
0.0,0.50651,0.49213,0.345313,0.60463
0.0,0.507031,0.492593,0.343229,0.6
0.0,0.508333,0.49213,0.34375,0.599074
0.0,0.509896,0.493056,0.344792,0.599074
0.0,0.523958,0.4125,0.338542,0.599074
0.0,0.511198,0.493056,0.345313,0.599074
0.0,0.511719,0.493519,0.344271,0.598148
0.0,0.5125,0.493981,0.34375,0.599074
0.0,0.513281,0.494444,0.343229,0.6
0.0,0.514583,0.495833,0.341667,0.599074
0.0,0.516406,0.496296,0.341146,0.6
0.0,0.517448,0.497222,0.341146,0.6
0.0,0.519271,0.497685,0.340625,0.599074
0.0,0.519792,0.499537,0.339583,0.599074
0.0,0.521615,0.498611,0.341146,0.599074
0.0,0.522135,0.411111,0.340104,0.6
0.0,0.521615,0.499074,0.341146,0.598148
0.0,0.522396,0.500926,0.340625,0.598148
0.0,0.522656,0.501389,0.340104,0.599074
0.0,0.523958,0.501852,0.339583,0.6
0.0,0.525,0.501852,0.340625,0.6
0.0,0.526302,0.502778,0.341146,0.598148
0.0,0.527604,0.502315,0.342708,0.600926
0.0,0.529167,0.502778,0.34375,0.598148
0.0,0.53099,0.502778,0.346354,0.598148
0.0,0.532031,0.503704,0.346354,0.598148
0.0,0.520833,0.410648,0.341667,0.600926
0.0,0.533073,0.503704,0.347396,0.6
0.0,0.533594,0.50463,0.347396,0.6
0.0,0.533854,0.50463,0.344792,0.6
0.0,0.535417,0.505093,0.34375,0.600926
0.0,0.536198,0.506944,0.343229,0.600926
0.0,0.53776,0.506944,0.341146,0.59537
0.0,0.539323,0.509259,0.341146,0.594444
0.0,0.540885,0.509722,0.341146,0.59537
0.0,0.541927,0.510185,0.341146,0.594444
0.0,0.543229,0.510185,0.339583,0.596296
0.0,0.519271,0.410648,0.340625,0.600926
0.0,0.545573,0.506944,0.343229,0.597222
0.0,0.547135,0.507407,0.343229,0.596296
0.0,0.548437,0.512963,0.3375,0.6
0.0,0.55,0.509722,0.338542,0.591667
0.0,0.551302,0.516204,0.335938,0.59537
0.0,0.551562,0.51713,0.336458,0.59537
0.0,0.552344,0.51713,0.340104,0.59537
0.0,0.553906,0.518519,0.341146,0.594444
0.0,0.55625,0.518056,0.344792,0.593518
0.0,0.558073,0.517593,0.346354,0.594444
0.0,0.559375,0.397222,0.344792,0.6
0.0,0.517187,0.410185,0.338542,0.598148
0.0,0.560156,0.518056,0.348437,0.59537
0.0,0.560677,0.51713,0.347396,0.597222
0.0,0.560938,0.517593,0.345833,0.596296
0.0,0.561198,0.518519,0.343229,0.596296
0.0,0.56224,0.519907,0.343229,0.593518
0.0,0.56276,0.52037,0.341146,0.592593
0.0,0.564062,0.521296,0.342708,0.594444
0.0,0.565625,0.521296,0.342708,0.596296
0.0,0.566927,0.521296,0.342187,0.594444
0.0,0.567708,0.521759,0.34375,0.593518
0.0,0.516927,0.411574,0.343229,0.60463
0.0,0.515365,0.413426,0.344271,0.60463
0.0,0.514323,0.413426,0.344271,0.606481
0.0,0.511719,0.413889,0.345313,0.607407
0.0,0.510677,0.413426,0.345313,0.606481
0.0,0.508854,0.414352,0.345833,0.606481
0.0,0.507292,0.414815,0.344792,0.607407
0.0,0.506771,0.413426,0.34375,0.606481
0.0,0.505208,0.413889,0.342708,0.607407
0.0,0.55625,0.398611,0.345833,0.597222
0.0,0.504167,0.416204,0.342708,0.60463
0.0,0.501823,0.416204,0.341146,0.602778
0.0,0.500521,0.415278,0.339583,0.602778
0.0,0.498437,0.414815,0.341667,0.601852
0.0,0.494792,0.415278,0.341667,0.599074
0.0,0.49349,0.415278,0.342187,0.599074
0.0,0.492448,0.415741,0.342187,0.598148
0.0,0.490365,0.41713,0.342187,0.597222
0.0,0.488542,0.416667,0.341667,0.598148
0.0,0.485677,0.418519,0.343229,0.6
0.0,0.553906,0.4,0.346354,0.598148
0.0,0.483854,0.418519,0.341667,0.6
0.0,0.481771,0.418981,0.340625,0.599074
0.0,0.479948,0.42037,0.338021,0.598148
0.0,0.478646,0.420833,0.338542,0.597222
0.0,0.477865,0.421296,0.339063,0.6
0.0,0.476823,0.420833,0.338021,0.599074
0.0,0.47526,0.421759,0.336979,0.599074
0.0,0.473177,0.419907,0.338021,0.600926
0.0,0.471615,0.421759,0.336979,0.602778
0.0,0.470573,0.423611,0.338021,0.600926
0.0,0.552083,0.400463,0.346875,0.599074
0.0,0.46849,0.424074,0.338021,0.6
0.0,0.466667,0.424537,0.338542,0.600926
0.0,0.465885,0.424537,0.339063,0.600926
0.0,0.463542,0.425,0.341667,0.601852
0.0,0.461458,0.424537,0.342708,0.602778
0.0,0.459635,0.424537,0.343229,0.602778
0.0,0.458333,0.424537,0.34375,0.602778
0.0,0.457552,0.425926,0.344271,0.601852
0.0,0.45599,0.426389,0.344271,0.602778
0.0,0.455729,0.426389,0.344792,0.602778
0.0,0.551562,0.401389,0.345833,0.59537
0.0,0.454167,0.426852,0.342708,0.601852
0.0,0.453125,0.427778,0.342708,0.6
0.0,0.451042,0.429167,0.340625,0.599074
0.0,0.44974,0.429167,0.341146,0.600926
0.0,0.447396,0.428704,0.340625,0.6
0.0,0.446615,0.428704,0.342187,0.601852
0.0,0.445052,0.42963,0.342187,0.6
0.0,0.44375,0.429167,0.342708,0.600926
0.0,0.441406,0.430093,0.342187,0.599074
0.0,0.440365,0.430556,0.342187,0.6
0.0,0.55,0.402778,0.348958,0.596296
0.0,0.438281,0.430556,0.341146,0.601852
0.0,0.436198,0.431019,0.341146,0.602778
0.0,0.435156,0.431481,0.342187,0.603704
0.0,0.433854,0.431019,0.341667,0.602778
0.0,0.432552,0.431481,0.340104,0.603704
0.0,0.430729,0.432407,0.338542,0.603704
0.0,0.429167,0.433796,0.338542,0.602778
0.0,0.427083,0.433333,0.338542,0.603704
0.0,0.425521,0.43287,0.338542,0.60463
0.0,0.422135,0.432407,0.342187,0.607407
0.0,0.548437,0.403241,0.348958,0.59537
0.0,0.420312,0.433333,0.34375,0.605556
0.0,0.418229,0.433333,0.345833,0.607407
0.0,0.416927,0.434259,0.346354,0.607407
0.0,0.415104,0.434259,0.345833,0.607407
0.0,0.414323,0.436111,0.345313,0.605556
0.0,0.41276,0.435185,0.345313,0.605556
0.0,0.411458,0.434722,0.344792,0.606481
0.0,0.409896,0.435185,0.344792,0.607407
0.0,0.408854,0.436111,0.344792,0.605556
0.0,0.407292,0.437037,0.346875,0.605556
